,studyid,intid,repeatcode_study,figcode_study,int_type,spp,year,species,general,repeatcode,figcode,phenofreq,short_site,terrestrial,phenovalue
1725,HMK048,217,repeat,HMK048_4,predation,spp1,1985,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,46.155
1726,HMK048,217,repeat,HMK048_4,predation,spp1,1986,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,55.8982
1727,HMK048,217,repeat,HMK048_4,predation,spp1,1987,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,45.3316
1728,HMK048,217,repeat,HMK048_4,predation,spp1,1988,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,48.4397
1729,HMK048,217,repeat,HMK048_4,predation,spp1,1989,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,44.9016
1730,HMK048,217,repeat,HMK048_4,predation,spp1,1990,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,41.757
1731,HMK048,217,repeat,HMK048_4,predation,spp1,1992,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,40.5486
1732,HMK048,217,repeat,HMK048_4,predation,spp1,1996,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,48.2852
1733,HMK048,217,repeat,HMK048_4,predation,spp1,1997,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,42.0127
1734,HMK048,217,repeat,HMK048_4,predation,spp1,1998,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,43.5527
1735,HMK048,217,repeat,HMK048_4,predation,spp1,1999,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,41.5799
1736,HMK048,217,repeat,HMK048_4,predation,spp1,2000,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,38.8315
1737,HMK048,217,repeat,HMK048_4,predation,spp1,2001,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,50.1371
1738,HMK048,217,repeat,HMK048_4,predation,spp1,2002,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,43.8675
1739,HMK048,217,repeat,HMK048_4,predation,spp1,2003,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,41.1134
1740,HMK048,217,repeat,HMK048_4,predation,spp1,2004,Parus4b major,Parus major,repeat,Parus4b major,weekly,netherlands,terrestrial,41.4816
1741,HMK048,218,repeat,HMK048_5,predation,spp1,1985,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,60.2027
1742,HMK048,218,repeat,HMK048_5,predation,spp1,1986,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,65.2703
1743,HMK048,218,repeat,HMK048_5,predation,spp1,1987,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,61.8919
1744,HMK048,218,repeat,HMK048_5,predation,spp1,1988,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,49.0541
1745,HMK048,218,repeat,HMK048_5,predation,spp1,1989,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,50.0676
1746,HMK048,218,repeat,HMK048_5,predation,spp1,1990,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,50.7432
1747,HMK048,218,repeat,HMK048_5,predation,spp1,1992,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,57.1622
1748,HMK048,218,repeat,HMK048_5,predation,spp1,1993,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,45
1749,HMK048,218,repeat,HMK048_5,predation,spp1,1994,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,49.3919
1750,HMK048,218,repeat,HMK048_5,predation,spp1,1996,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,60.8784
1751,HMK048,218,repeat,HMK048_5,predation,spp1,1997,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,51.4189
1752,HMK048,218,repeat,HMK048_5,predation,spp1,1998,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,45.6757
1753,HMK048,218,repeat,HMK048_5,predation,spp1,1999,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,44.3243
1754,HMK048,218,repeat,HMK048_5,predation,spp1,2000,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,40.2703
1755,HMK048,218,repeat,HMK048_5,predation,spp1,2001,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,50.0676
1756,HMK048,218,repeat,HMK048_5,predation,spp1,2002,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,49.7297
1757,HMK048,218,repeat,HMK048_5,predation,spp1,2003,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,45.3378
1758,HMK048,218,repeat,HMK048_5,predation,spp1,2004,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,46.3514
1759,HMK048,218,repeat,HMK048_5,predation,spp1,2005,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2a spp.,weekly,netherlands,terrestrial,42.973
1901,HMK048,218,repeat,HMK048_5,predation,spp2,1985,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,62.126
1902,HMK048,218,repeat,HMK048_5,predation,spp2,1986,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,59.7638
1903,HMK048,218,repeat,HMK048_5,predation,spp2,1987,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,60.9449
1904,HMK048,218,repeat,HMK048_5,predation,spp2,1988,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,59.3701
1905,HMK048,218,repeat,HMK048_5,predation,spp2,1989,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,62.9134
1906,HMK048,218,repeat,HMK048_5,predation,spp2,1990,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,57.0079
1907,HMK048,218,repeat,HMK048_5,predation,spp2,1992,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,55.8268
1908,HMK048,218,repeat,HMK048_5,predation,spp2,1993,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,54.6457
1909,HMK048,218,repeat,HMK048_5,predation,spp2,1994,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,56.2205
1910,HMK048,218,repeat,HMK048_5,predation,spp2,1996,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,58.189
1911,HMK048,218,repeat,HMK048_5,predation,spp2,1997,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,54.6457
1912,HMK048,218,repeat,HMK048_5,predation,spp2,1998,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,53.8583
1913,HMK048,218,repeat,HMK048_5,predation,spp2,1999,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,55.0394
1914,HMK048,218,repeat,HMK048_5,predation,spp2,2000,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,49.9213
1915,HMK048,218,repeat,HMK048_5,predation,spp2,2001,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,57.0079
1916,HMK048,218,repeat,HMK048_5,predation,spp2,2002,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,55.0394
1917,HMK048,218,repeat,HMK048_5,predation,spp2,2003,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,49.9213
1918,HMK048,218,repeat,HMK048_5,predation,spp2,2004,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,53.0709
1919,HMK048,218,repeat,HMK048_5,predation,spp2,2005,Ficedula hypoleuca,Ficedula hypoleuca,repeat,Ficedula hypoleuca,weekly,netherlands,terrestrial,53.8583
1760,HMK048,219,repeat,HMK048_6,predation,spp1,1985,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,60.2027
1761,HMK048,219,repeat,HMK048_6,predation,spp1,1986,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,65.2703
1762,HMK048,219,repeat,HMK048_6,predation,spp1,1987,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,61.8919
1763,HMK048,219,repeat,HMK048_6,predation,spp1,1988,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,49.0541
1764,HMK048,219,repeat,HMK048_6,predation,spp1,1989,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,50.0676
1765,HMK048,219,repeat,HMK048_6,predation,spp1,1990,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,50.7432
1766,HMK048,219,repeat,HMK048_6,predation,spp1,1992,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,57.1622
1767,HMK048,219,repeat,HMK048_6,predation,spp1,1993,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,45
1768,HMK048,219,repeat,HMK048_6,predation,spp1,1994,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,49.3919
1769,HMK048,219,repeat,HMK048_6,predation,spp1,1995,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,51.7568
1770,HMK048,219,repeat,HMK048_6,predation,spp1,1996,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,60.8784
1771,HMK048,219,repeat,HMK048_6,predation,spp1,1997,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,51.4189
1772,HMK048,219,repeat,HMK048_6,predation,spp1,1998,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,45.6757
1773,HMK048,219,repeat,HMK048_6,predation,spp1,1999,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,44.3243
1774,HMK048,219,repeat,HMK048_6,predation,spp1,2000,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,40.2703
1775,HMK048,219,repeat,HMK048_6,predation,spp1,2001,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,50.0676
1776,HMK048,219,repeat,HMK048_6,predation,spp1,2002,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,49.7297
1777,HMK048,219,repeat,HMK048_6,predation,spp1,2003,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,45.3378
1778,HMK048,219,repeat,HMK048_6,predation,spp1,2004,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,46.3514
1779,HMK048,219,repeat,HMK048_6,predation,spp1,2005,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2b spp.,weekly,netherlands,terrestrial,42.973
1920,HMK048,219,repeat,HMK048_6,predation,spp2,1985,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,40.6349
1921,HMK048,219,repeat,HMK048_6,predation,spp2,1986,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,50.9524
1922,HMK048,219,repeat,HMK048_6,predation,spp2,1987,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,41.0317
1923,HMK048,219,repeat,HMK048_6,predation,spp2,1988,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,39.0476
1924,HMK048,219,repeat,HMK048_6,predation,spp2,1989,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,33.4921
1925,HMK048,219,repeat,HMK048_6,predation,spp2,1990,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,27.5397
1926,HMK048,219,repeat,HMK048_6,predation,spp2,1992,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,34.2857
1927,HMK048,219,repeat,HMK048_6,predation,spp2,1993,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,31.5079
1928,HMK048,219,repeat,HMK048_6,predation,spp2,1994,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,38.254
1929,HMK048,219,repeat,HMK048_6,predation,spp2,1995,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,39.0476
1930,HMK048,219,repeat,HMK048_6,predation,spp2,1996,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,44.2063
1931,HMK048,219,repeat,HMK048_6,predation,spp2,1997,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,30.7143
1932,HMK048,219,repeat,HMK048_6,predation,spp2,1998,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,33.8889
1933,HMK048,219,repeat,HMK048_6,predation,spp2,1999,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,34.6825
1934,HMK048,219,repeat,HMK048_6,predation,spp2,2000,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,27.5397
1935,HMK048,219,repeat,HMK048_6,predation,spp2,2001,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,41.8254
1936,HMK048,219,repeat,HMK048_6,predation,spp2,2002,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,33.4921
1937,HMK048,219,repeat,HMK048_6,predation,spp2,2003,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,35.0794
1938,HMK048,219,repeat,HMK048_6,predation,spp2,2004,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,35.4762
1939,HMK048,219,repeat,HMK048_6,predation,spp2,2005,Parus ater,Parus ater,repeat,Parus ater,weekly,netherlands,terrestrial,31.9048
1780,HMK048,220,repeat,HMK048_7,predation,spp1,1985,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,60.2027
1781,HMK048,220,repeat,HMK048_7,predation,spp1,1986,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,65.2703
1782,HMK048,220,repeat,HMK048_7,predation,spp1,1987,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,61.8919
1783,HMK048,220,repeat,HMK048_7,predation,spp1,1988,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,49.0541
1784,HMK048,220,repeat,HMK048_7,predation,spp1,1989,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,50.0676
1785,HMK048,220,repeat,HMK048_7,predation,spp1,1990,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,50.7432
1786,HMK048,220,repeat,HMK048_7,predation,spp1,1992,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,57.1622
1787,HMK048,220,repeat,HMK048_7,predation,spp1,1993,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,45
1788,HMK048,220,repeat,HMK048_7,predation,spp1,1994,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,49.3919
1789,HMK048,220,repeat,HMK048_7,predation,spp1,1995,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,51.7568
1790,HMK048,220,repeat,HMK048_7,predation,spp1,1996,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,60.8784
1791,HMK048,220,repeat,HMK048_7,predation,spp1,1997,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,51.4189
1792,HMK048,220,repeat,HMK048_7,predation,spp1,1998,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,45.6757
1793,HMK048,220,repeat,HMK048_7,predation,spp1,1999,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,44.3243
1794,HMK048,220,repeat,HMK048_7,predation,spp1,2000,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,40.2703
1795,HMK048,220,repeat,HMK048_7,predation,spp1,2001,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,50.0676
1796,HMK048,220,repeat,HMK048_7,predation,spp1,2002,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,49.7297
1797,HMK048,220,repeat,HMK048_7,predation,spp1,2003,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,45.3378
1798,HMK048,220,repeat,HMK048_7,predation,spp1,2004,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,46.3514
1799,HMK048,220,repeat,HMK048_7,predation,spp1,2005,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2c spp.,weekly,netherlands,terrestrial,42.973
1940,HMK048,220,repeat,HMK048_7,predation,spp2,1985,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,51.8275
1941,HMK048,220,repeat,HMK048_7,predation,spp2,1986,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,58.0211
1942,HMK048,220,repeat,HMK048_7,predation,spp2,1987,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,48.6836
1943,HMK048,220,repeat,HMK048_7,predation,spp2,1988,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,49.0491
1944,HMK048,220,repeat,HMK048_7,predation,spp2,1989,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,45.1485
1945,HMK048,220,repeat,HMK048_7,predation,spp2,1990,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,38.9149
1946,HMK048,220,repeat,HMK048_7,predation,spp2,1992,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,45.0885
1947,HMK048,220,repeat,HMK048_7,predation,spp2,1993,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,44.6802
1948,HMK048,220,repeat,HMK048_7,predation,spp2,1994,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,45.8252
1949,HMK048,220,repeat,HMK048_7,predation,spp2,1995,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,46.9703
1950,HMK048,220,repeat,HMK048_7,predation,spp2,1996,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,49.6716
1951,HMK048,220,repeat,HMK048_7,predation,spp2,1997,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,44.9943
1952,HMK048,220,repeat,HMK048_7,predation,spp2,1998,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,44.9714
1953,HMK048,220,repeat,HMK048_7,predation,spp2,1999,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,42.6214
1954,HMK048,220,repeat,HMK048_7,predation,spp2,2000,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,41.0508
1955,HMK048,220,repeat,HMK048_7,predation,spp2,2001,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,48.0183
1956,HMK048,220,repeat,HMK048_7,predation,spp2,2002,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,42.9497
1957,HMK048,220,repeat,HMK048_7,predation,spp2,2003,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,40.9909
1958,HMK048,220,repeat,HMK048_7,predation,spp2,2004,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,41.7476
1959,HMK048,220,repeat,HMK048_7,predation,spp2,2005,Parus2 caeruleus,Parus caeruleus,repeat,Parus2b caeruleus,weekly,netherlands,terrestrial,38.2324
1800,HMK048,221,repeat,HMK048_8,predation,spp1,1985,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,60.2027
1801,HMK048,221,repeat,HMK048_8,predation,spp1,1986,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,65.2703
1802,HMK048,221,repeat,HMK048_8,predation,spp1,1987,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,61.8919
1803,HMK048,221,repeat,HMK048_8,predation,spp1,1988,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,49.0541
1804,HMK048,221,repeat,HMK048_8,predation,spp1,1989,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,50.0676
1805,HMK048,221,repeat,HMK048_8,predation,spp1,1990,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,50.7432
1806,HMK048,221,repeat,HMK048_8,predation,spp1,1992,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,57.1622
1807,HMK048,221,repeat,HMK048_8,predation,spp1,1993,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,45
1808,HMK048,221,repeat,HMK048_8,predation,spp1,1994,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,49.3919
1809,HMK048,221,repeat,HMK048_8,predation,spp1,1995,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,51.7568
1810,HMK048,221,repeat,HMK048_8,predation,spp1,1996,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,60.8784
1811,HMK048,221,repeat,HMK048_8,predation,spp1,1997,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,51.4189
1812,HMK048,221,repeat,HMK048_8,predation,spp1,1998,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,45.6757
1813,HMK048,221,repeat,HMK048_8,predation,spp1,1999,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,44.3243
1814,HMK048,221,repeat,HMK048_8,predation,spp1,2000,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,40.2703
1815,HMK048,221,repeat,HMK048_8,predation,spp1,2001,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,50.0676
1816,HMK048,221,repeat,HMK048_8,predation,spp1,2002,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,49.7297
1817,HMK048,221,repeat,HMK048_8,predation,spp1,2003,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,45.3378
1818,HMK048,221,repeat,HMK048_8,predation,spp1,2004,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,46.3514
1819,HMK048,221,repeat,HMK048_8,predation,spp1,2005,Caterpillar2a spp.,Caterpillar2 spp.,repeat,Caterpillar2d spp.,weekly,netherlands,terrestrial,42.973
1960,HMK048,221,repeat,HMK048_8,predation,spp2,1985,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,46.155
1961,HMK048,221,repeat,HMK048_8,predation,spp2,1986,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,55.8982
1962,HMK048,221,repeat,HMK048_8,predation,spp2,1987,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,45.3316
1963,HMK048,221,repeat,HMK048_8,predation,spp2,1988,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,48.4397
1964,HMK048,221,repeat,HMK048_8,predation,spp2,1989,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,44.9016
1965,HMK048,221,repeat,HMK048_8,predation,spp2,1990,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,41.757
1966,HMK048,221,repeat,HMK048_8,predation,spp2,1992,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,40.5486
1967,HMK048,221,repeat,HMK048_8,predation,spp2,1993,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,45.9976
1968,HMK048,221,repeat,HMK048_8,predation,spp2,1994,Parus4a major,Parus major,repeat,Parus4a major,weekly,netherlands,terrestrial,43.6314
